City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Savannakhet,LA,2021-08-22 01:31:43,16.566,104.751,84.4,74,100,7.43,overcast clouds
261,Abha,SA,2021-08-22 01:26:26,18.2164,42.5053,67.82,52,0,0.0,clear sky
262,Viedma,AR,2021-08-22 01:33:44,-40.8135,-62.9967,47.12,84,100,24.85,overcast clouds
263,Aklavik,CA,2021-08-22 01:33:44,68.2191,-135.0107,57.92,53,36,8.39,scattered clouds
264,Bereda,ES,2021-08-22 01:33:44,43.2686,-7.5406,62.35,97,91,2.1,overcast clouds
265,Lashio,MM,2021-08-22 01:33:45,22.9333,97.75,71.26,93,95,1.59,overcast clouds
266,Lac-Au-Saumon,CA,2021-08-22 01:33:45,48.421,-67.3476,64.9,84,94,4.56,overcast clouds
267,Bischwiller,FR,2021-08-22 01:33:45,48.7659,7.8583,65.75,94,75,5.75,broken clouds
268,Lekoni,GA,2021-08-22 01:33:46,-1.5843,14.2591,77.72,65,96,4.32,light rain
269,Geraldton,AU,2021-08-22 01:32:32,-28.7667,114.6,59.41,88,90,5.75,overcast clouds
270,Saint Augustine,US,2021-08-22 01:33:46,29.8947,-81.3145,87.93,80,1,3.44,clear sky
271,Yar-Sale,RU,2021-08-22 01:32:00,66.8333,70.8333,58.87,74,12,7.4,few clouds
272,Anahuac,MX,2021-08-22 01:33:46,27.2333,-100.15,85.5,44,100,17.2,overcast clouds
273,Kinkala,CG,2021-08-22 01:33:47,-4.3614,14.7644,73.71,68,9,4.32,clear sky
274,Hasaki,JP,2021-08-22 01:31:37,35.7333,140.8333,84.6,75,100,13.06,overcast clouds
275,Abnub,EG,2021-08-22 01:33:47,27.2696,31.1511,82.62,41,0,11.77,clear sky
276,Mokhsogollokh,RU,2021-08-22 01:33:47,61.4681,128.9203,67.26,81,100,2.51,overcast clouds
277,Tornio,FI,2021-08-22 01:33:48,65.8481,24.1466,50.02,92,100,19.73,overcast clouds
278,Svetlogorsk,BY,2021-08-22 01:33:48,52.6333,29.7333,50.54,90,4,5.1,clear sky
279,Ahipara,NZ,2021-08-22 01:33:48,-35.1667,173.1667,59.86,60,47,11.95,scattered clouds
280,Gimli,CA,2021-08-22 01:33:48,50.6336,-96.9907,64.42,63,11,4.61,few clouds
281,Te Anau,NZ,2021-08-22 01:33:49,-45.4167,167.7167,45.84,91,99,5.48,overcast clouds
282,Naraini,IN,2021-08-22 01:33:49,25.1833,80.4833,82.87,74,99,5.99,overcast clouds
283,Carutapera,BR,2021-08-22 01:33:49,-1.195,-46.02,76.53,89,2,5.95,clear sky
284,Grindavik,IS,2021-08-22 01:33:50,63.8424,-22.4338,50.47,87,90,5.75,moderate rain
285,Coihaique,CL,2021-08-22 01:33:50,-45.5752,-72.0662,35.55,93,90,6.91,moderate rain
286,Necochea,AR,2021-08-22 01:30:07,-38.5473,-58.7368,46.04,92,100,14.94,light rain
287,Srednekolymsk,RU,2021-08-22 01:33:50,67.45,153.6833,70.03,41,100,4.27,overcast clouds
288,Alekseyevsk,RU,2021-08-22 01:33:51,57.8406,108.3492,63.39,77,100,7.11,overcast clouds
289,Iisalmi,FI,2021-08-22 01:33:51,63.5592,27.1907,53.62,98,100,1.39,overcast clouds
290,Okhotsk,RU,2021-08-22 01:33:51,59.3833,143.3,61.61,89,100,2.59,overcast clouds
291,Jipijapa,EC,2021-08-22 01:33:51,-1.3333,-80.5833,67.5,90,99,5.48,overcast clouds
292,Christchurch,NZ,2021-08-22 01:27:59,-43.5333,172.6333,59.32,56,19,1.99,few clouds
293,Kochubey,RU,2021-08-22 01:33:52,44.3861,46.5825,76.62,60,87,10.76,overcast clouds
294,Hashtgerd,IR,2021-08-22 01:33:52,35.9642,50.6858,77.56,37,56,2.77,broken clouds
295,Marigot,MF,2021-08-22 01:33:52,18.0667,-63.0833,83.98,74,20,12.66,few clouds
296,Nago,JP,2021-08-22 01:33:53,26.5881,127.9761,86.16,88,100,17.09,overcast clouds
297,Vokhtoga,RU,2021-08-22 01:33:53,58.8147,41.0461,59.92,99,100,0.72,heavy intensity rain
298,Ngunguru,NZ,2021-08-22 01:33:53,-35.6167,174.5,59.16,53,51,13.29,broken clouds
299,Bell Ville,AR,2021-08-22 01:33:53,-32.6259,-62.6887,59.41,80,5,7.58,clear sky
300,Marsa Matruh,EG,2021-08-22 01:32:35,31.3525,27.2453,75.4,83,0,8.05,clear sky
301,Codrington,AU,2021-08-22 01:33:54,-38.2667,141.9667,60.75,67,0,19.89,clear sky
302,Loandjili,CG,2021-08-22 01:33:54,-4.7561,11.8578,73.51,83,20,3.44,few clouds
303,Cockburn Town,TC,2021-08-22 01:33:54,21.4612,-71.1419,82.26,85,87,18.5,overcast clouds
304,Sukumo,JP,2021-08-22 01:33:55,32.9333,132.7333,82.15,84,91,8.81,overcast clouds
305,Sola,VU,2021-08-22 01:32:11,-13.8833,167.55,78.58,72,14,19.8,few clouds
306,Mangrol,IN,2021-08-22 01:33:55,21.1167,70.1167,79.29,83,100,6.02,overcast clouds
307,Biltine,TD,2021-08-22 01:33:55,14.5333,20.9167,80.74,51,79,10.36,broken clouds
308,Margate,GB,2021-08-22 01:30:18,51.3813,1.3862,62.91,92,51,1.01,broken clouds
309,Laguna De Perlas,NI,2021-08-22 01:33:56,12.3429,-83.6712,79.34,85,91,7.76,overcast clouds
310,Taltal,CL,2021-08-22 01:28:41,-25.4,-70.4833,62.31,61,0,4.5,clear sky
311,Kieta,PG,2021-08-22 01:33:56,-6.2167,155.6333,85.73,66,11,7.83,few clouds
312,Saskylakh,RU,2021-08-22 01:33:56,71.9167,114.0833,43.88,83,99,7.74,overcast clouds
313,Saint-Joseph,RE,2021-08-22 01:31:28,-21.3667,55.6167,68.38,79,16,3.87,few clouds
314,Port Hueneme,US,2021-08-22 01:30:17,34.1478,-119.1951,83.64,69,1,10.36,clear sky
315,Bowen,AU,2021-08-22 01:32:05,-20.0167,148.2333,77.22,59,0,17.98,clear sky
316,Waingapu,ID,2021-08-22 01:33:57,-9.6567,120.2641,84.65,56,40,12.17,scattered clouds
317,Talnakh,RU,2021-08-22 01:32:16,69.4865,88.3972,46.98,97,100,8.39,moderate rain
318,Santa Fe,AR,2021-08-22 01:29:14,-31.6333,-60.7,64.02,71,6,1.99,clear sky
319,Mariental,NA,2021-08-22 01:33:57,-24.6333,17.9667,46.18,46,0,7.54,clear sky
320,Tabou,CI,2021-08-22 01:33:58,4.423,-7.3528,74.62,91,100,8.43,moderate rain
321,Alofi,NU,2021-08-22 01:32:12,-19.0595,-169.9187,82.29,69,16,9.22,few clouds
322,Quincy,US,2021-08-22 01:29:33,42.2529,-71.0023,77.63,90,40,4.61,scattered clouds
323,Vostok,RU,2021-08-22 01:33:58,46.4856,135.8833,65.8,81,100,10.49,moderate rain
324,Kiyasovo,RU,2021-08-22 01:33:58,56.3491,53.1244,68.83,37,92,2.59,overcast clouds
325,Susanville,US,2021-08-22 01:33:59,40.4163,-120.653,76.84,25,1,10.0,haze
326,Turayf,SA,2021-08-22 01:33:59,31.6725,38.6637,79.05,22,0,9.22,clear sky
327,Nieuw Amsterdam,SR,2021-08-22 01:33:59,5.8833,-55.0833,79.02,88,80,7.56,broken clouds
328,Erzin,TR,2021-08-22 01:34:00,36.9559,36.2,78.01,60,0,2.01,clear sky
329,Augustow,PL,2021-08-22 01:34:00,53.8432,22.9798,49.91,91,23,2.42,few clouds
330,Karratha,AU,2021-08-22 01:34:00,-20.7377,116.8463,79.45,46,0,9.53,clear sky
331,Olafsvik,IS,2021-08-22 01:32:30,64.8945,-23.7142,51.46,93,100,2.35,overcast clouds
332,Namibe,AO,2021-08-22 01:32:06,-15.1961,12.1522,59.29,81,13,5.19,few clouds
333,Dhidhdhoo,MV,2021-08-22 01:34:01,6.8833,73.1,81.55,75,79,8.84,broken clouds
334,Anjiang,CN,2021-08-22 01:34:01,27.3194,110.1031,89.15,59,100,9.66,overcast clouds
335,Pangnirtung,CA,2021-08-22 01:31:57,66.1451,-65.7125,49.46,75,16,2.3,few clouds
336,Bethel,US,2021-08-22 01:31:52,41.3712,-73.414,76.44,89,100,1.99,overcast clouds
337,Rincon,US,2021-08-22 01:34:02,32.296,-81.2354,82.36,95,90,6.91,overcast clouds
338,Nacala,MZ,2021-08-22 01:34:02,-14.5428,40.6728,68.92,94,10,5.61,clear sky
339,Petlawad,IN,2021-08-22 01:34:02,23.0,74.8,74.1,94,91,7.83,overcast clouds
340,Carmarthen,GB,2021-08-22 01:34:02,51.8555,-4.3054,60.94,94,75,10.36,broken clouds
341,Tura,IN,2021-08-22 01:34:03,25.5198,90.2201,75.11,95,100,4.09,overcast clouds
342,Osmena,PH,2021-08-22 01:34:03,10.5208,119.9258,83.32,69,100,2.48,overcast clouds
343,Saint-Marc,HT,2021-08-22 01:34:03,19.1082,-72.6938,79.41,77,100,4.92,overcast clouds
344,Tomatlan,MX,2021-08-22 01:34:04,19.9333,-105.25,80.98,91,100,4.7,overcast clouds
345,Kunya,NG,2021-08-22 01:34:04,12.2233,8.5325,71.76,94,20,0.0,few clouds
346,Imatra,FI,2021-08-22 01:34:04,61.1719,28.7524,48.58,89,82,5.95,broken clouds
347,Soure,BR,2021-08-22 01:34:05,-0.7167,-48.5233,79.75,83,13,11.36,few clouds
348,Qaqortoq,GL,2021-08-22 01:32:34,60.7167,-46.0333,61.3,64,100,4.94,overcast clouds
349,Kanturk,IE,2021-08-22 01:34:05,52.1667,-8.9,58.08,98,85,3.33,overcast clouds
350,Rocha,UY,2021-08-22 01:32:05,-34.4833,-54.3333,53.33,94,100,11.72,heavy intensity rain
351,Port Hardy,CA,2021-08-22 01:30:15,50.6996,-127.4199,59.18,72,75,9.22,broken clouds
352,Nawa,IN,2021-08-22 01:34:06,27.0167,75.0,83.28,71,70,2.8,broken clouds
353,Arman,RU,2021-08-22 01:34:06,59.7,150.1667,59.95,81,78,6.02,broken clouds
354,Enshi,CN,2021-08-22 01:32:05,30.3,109.4833,83.44,83,100,1.7,overcast clouds
355,Pitimbu,BR,2021-08-22 01:34:06,-7.4706,-34.8086,73.99,84,5,9.06,clear sky
356,Boromo,BF,2021-08-22 01:34:07,11.75,-2.9333,73.17,91,100,5.21,light rain
357,Vao,NC,2021-08-22 01:34:07,-22.6667,167.4833,68.47,66,7,16.04,clear sky
358,Tiznit,MA,2021-08-22 01:30:51,29.5833,-9.5,66.76,68,0,2.48,clear sky
359,Cepelare,BG,2021-08-22 01:34:07,41.7333,24.6833,52.99,71,3,1.03,clear sky
360,Andenes,NO,2021-08-22 01:29:35,69.3143,16.1194,44.58,81,90,5.75,overcast clouds
361,Ilulissat,GL,2021-08-22 01:32:21,69.2167,-51.1,42.82,75,37,1.14,scattered clouds
362,Mackay,AU,2021-08-22 01:27:57,-21.15,149.2,78.04,69,0,14.97,clear sky
363,Leningradskiy,RU,2021-08-22 01:31:20,69.3833,178.4167,35.55,98,100,3.56,moderate rain
364,Nara,JP,2021-08-22 01:34:08,34.6851,135.8049,85.37,63,76,2.82,broken clouds
365,Nokaneng,BW,2021-08-22 01:34:08,-19.6667,22.2667,61.88,29,0,5.64,clear sky
366,Alegre,BR,2021-08-22 01:34:09,-20.7636,-41.5331,65.53,67,0,3.09,clear sky
367,Port Shepstone,ZA,2021-08-22 01:30:18,-30.7414,30.455,61.54,70,69,13.4,broken clouds
368,Coihueco,CL,2021-08-22 01:34:09,-36.6167,-71.8333,48.94,100,75,13.8,broken clouds
369,Tailai,CN,2021-08-22 01:34:09,46.3833,123.4,73.02,63,37,7.54,scattered clouds
370,Tignere,CM,2021-08-22 01:34:10,7.3667,12.65,63.01,97,100,0.98,light rain
371,Cayenne,GF,2021-08-22 01:30:06,4.9333,-52.3333,81.09,80,74,4.0,broken clouds
372,Soyo,AO,2021-08-22 01:34:10,-6.1349,12.3689,71.1,85,1,5.75,clear sky
373,Havoysund,NO,2021-08-22 01:34:10,70.9963,24.6622,43.68,83,100,5.14,overcast clouds
374,Bandar-E Lengeh,IR,2021-08-22 01:34:10,26.5579,54.8807,90.16,67,68,3.78,broken clouds
375,Yabrud,SY,2021-08-22 01:34:11,33.9674,36.6574,65.52,28,0,3.06,clear sky
376,Mirabad,AF,2021-08-22 01:34:11,30.4362,61.8383,80.83,18,0,11.74,clear sky
377,Yamada,JP,2021-08-22 01:34:11,39.4667,141.95,73.58,96,97,4.56,overcast clouds
378,Ryotsu,JP,2021-08-22 01:34:12,38.0833,138.4333,78.76,87,100,5.06,overcast clouds
379,Sale,MA,2021-08-22 01:34:12,34.0389,-6.8166,73.42,94,40,0.0,scattered clouds
380,Pacific Grove,US,2021-08-22 01:34:13,36.6177,-121.9166,68.81,87,90,3.0,haze
381,Isangel,VU,2021-08-22 01:34:13,-19.55,169.2667,78.91,65,40,6.91,scattered clouds
382,Yinchuan,CN,2021-08-22 01:34:13,38.4681,106.2731,79.57,28,94,9.15,overcast clouds
383,Sao Felix Do Xingu,BR,2021-08-22 01:31:48,-6.6447,-51.995,76.3,42,29,1.68,scattered clouds
384,Mokrousovo,RU,2021-08-22 01:34:14,55.8103,66.7653,72.05,46,47,4.12,scattered clouds
385,Asau,RO,2021-08-22 01:28:19,46.4333,26.4,61.72,96,23,3.96,light rain
386,Bathurst,AU,2021-08-22 01:30:09,-33.4166,149.5806,68.97,46,46,1.99,scattered clouds
387,Kudahuvadhoo,MV,2021-08-22 01:34:14,2.6708,72.8944,82.09,72,20,7.81,few clouds
388,Helong,CN,2021-08-22 01:34:15,42.5397,128.9972,69.6,71,100,15.88,overcast clouds
389,Kibara,TZ,2021-08-22 01:34:15,-2.15,33.45,69.84,66,51,1.19,light rain
390,Muros,ES,2021-08-22 01:34:15,42.7762,-9.0603,66.99,94,32,5.93,scattered clouds
391,Pevek,RU,2021-08-22 01:31:51,69.7008,170.3133,41.2,93,97,9.71,light rain
392,Puerto Escondido,MX,2021-08-22 01:33:44,15.85,-97.0667,81.43,65,40,0.0,scattered clouds
393,Urumqi,CN,2021-08-22 01:29:53,43.801,87.6005,65.35,49,0,8.95,clear sky
394,Mitzic,GA,2021-08-22 01:34:16,0.7821,11.549,67.35,96,100,2.62,overcast clouds
395,Moindou,NC,2021-08-22 01:34:16,-21.6924,165.677,75.15,68,43,15.97,scattered clouds
396,Abu Kamal,SY,2021-08-22 01:34:17,34.4506,40.9171,86.38,17,0,1.45,clear sky
397,Ajaccio,FR,2021-08-22 01:34:17,42.0,8.9167,68.05,77,0,6.91,clear sky
398,Hirara,JP,2021-08-22 01:34:17,24.8,125.2833,82.26,94,75,18.41,broken clouds
399,Sancti Spiritus,CU,2021-08-22 01:34:18,21.9297,-79.4425,76.57,93,63,6.82,broken clouds
400,Nyurba,RU,2021-08-22 01:34:18,63.2842,118.3319,59.61,70,100,10.04,overcast clouds
401,Roald,NO,2021-08-22 01:34:18,62.5833,6.1333,51.94,82,15,12.66,few clouds
402,Carballo,ES,2021-08-22 01:34:19,43.213,-8.691,65.91,87,67,0.6,broken clouds
403,Sitka,US,2021-08-22 01:31:35,57.0531,-135.33,62.49,67,40,17.27,scattered clouds
404,Fuerte,PH,2021-08-22 01:34:20,17.5381,120.3644,84.58,71,26,4.36,scattered clouds
405,Fort Nelson,CA,2021-08-22 01:31:42,58.8053,-122.7002,54.99,94,90,5.75,light intensity shower rain
406,Voyvozh,RU,2021-08-22 01:34:20,62.892,54.9635,61.38,91,99,5.01,overcast clouds
407,Petropavlovsk-Kamchatskiy,RU,2021-08-22 01:34:21,53.0452,158.6483,64.99,77,40,8.95,scattered clouds
408,Hudiksvall,SE,2021-08-22 01:34:21,61.729,17.1036,44.53,69,99,7.87,overcast clouds
409,Pontianak,ID,2021-08-22 01:34:12,-0.0333,109.3333,75.18,94,20,9.22,light rain
410,Teya,RU,2021-08-22 01:34:21,60.3778,92.6267,56.75,54,9,2.8,clear sky
411,Gangapur,IN,2021-08-22 01:34:22,26.4833,76.7167,82.08,78,90,8.21,overcast clouds
412,Malanje,AO,2021-08-22 01:34:22,-9.5402,16.341,64.54,81,17,3.76,few clouds
413,Kaeo,NZ,2021-08-22 01:31:36,-35.1,173.7833,60.33,67,98,11.83,overcast clouds
414,Avera,US,2021-08-22 01:31:17,33.194,-82.5271,82.27,85,95,5.3,overcast clouds
415,Spas-Demensk,RU,2021-08-22 01:34:22,54.4122,34.0226,53.85,97,64,6.8,broken clouds
416,Inhambane,MZ,2021-08-22 01:34:23,-23.865,35.3833,67.37,90,8,5.41,clear sky
417,Tessalit,ML,2021-08-22 01:29:58,20.1986,1.0114,92.07,16,6,11.97,clear sky
418,Santa Maria,BR,2021-08-22 01:34:23,-29.6842,-53.8069,58.3,100,90,9.22,mist
419,Lata,PT,2021-08-22 01:34:23,40.1629,-8.3327,63.91,98,39,2.68,scattered clouds
420,Comodoro Rivadavia,AR,2021-08-22 01:33:07,-45.8667,-67.5,42.66,87,90,18.41,light rain
421,Tibu,CO,2021-08-22 01:34:24,8.639,-72.7358,75.67,92,45,2.53,scattered clouds
422,Whitehorse,CA,2021-08-22 01:32:54,60.7161,-135.0538,48.09,93,90,2.3,light intensity shower rain
423,Deputatskiy,RU,2021-08-22 01:34:24,69.3,139.9,52.66,92,100,4.16,light rain
424,Hengshui,CN,2021-08-22 01:34:25,37.7322,115.7011,80.42,73,98,12.41,light rain
425,Nanakuli,US,2021-08-22 01:34:25,21.3906,-158.1547,87.75,54,90,8.05,overcast clouds
426,Rio Grande,BR,2021-08-22 01:34:25,-32.035,-52.0986,58.35,94,100,16.02,moderate rain
427,Ambulu,ID,2021-08-22 01:34:25,-8.345,113.6058,81.63,68,100,4.74,overcast clouds
428,Zhigansk,RU,2021-08-22 01:32:29,66.7697,123.3711,58.96,66,60,20.45,broken clouds
429,Tirschenreuth,DE,2021-08-22 01:34:26,49.8825,12.3331,62.19,88,100,2.84,overcast clouds
430,Zephyrhills,US,2021-08-22 01:34:26,28.2336,-82.1812,85.71,84,40,3.44,scattered clouds
431,Quelimane,MZ,2021-08-22 01:34:26,-17.8786,36.8883,69.75,94,40,0.0,scattered clouds
432,Klyuchi,RU,2021-08-22 01:34:27,52.2667,79.1667,62.1,39,4,4.63,clear sky
433,Bogorodskoye,RU,2021-08-22 01:31:33,56.55,37.8833,59.79,89,100,6.04,overcast clouds
434,Big Spring,US,2021-08-22 01:32:06,32.2504,-101.4787,85.48,51,1,9.22,clear sky
435,George,ZA,2021-08-22 01:34:27,-33.963,22.4617,44.15,87,0,2.3,clear sky
436,Wamba,NG,2021-08-22 01:34:27,8.9333,8.6,69.78,97,82,1.41,light rain
437,Bonavista,CA,2021-08-22 01:34:28,48.6499,-53.1147,54.12,74,51,16.13,broken clouds
438,Beringovskiy,RU,2021-08-22 01:32:38,63.05,179.3167,52.16,84,98,8.08,overcast clouds
439,Ucluelet,CA,2021-08-22 01:30:23,48.9329,-125.5528,72.09,86,66,4.14,broken clouds
440,Chalus,IR,2021-08-22 01:34:28,36.655,51.4204,76.46,69,20,4.61,few clouds
441,Port Blair,IN,2021-08-22 01:34:29,11.6667,92.75,82.31,73,99,4.5,overcast clouds
442,Sayyan,YE,2021-08-22 01:34:29,15.1718,44.3244,63.55,34,38,5.53,scattered clouds
443,Joao Pinheiro,BR,2021-08-22 01:32:06,-17.7425,-46.1725,67.98,42,12,5.28,few clouds
444,Awbari,LY,2021-08-22 01:34:29,26.5921,12.7805,84.85,24,13,9.01,few clouds
445,Yerofey Pavlovich,RU,2021-08-22 01:34:29,53.9667,121.9667,67.39,73,59,2.35,light rain
446,Ishigaki,JP,2021-08-22 01:34:30,24.3448,124.1572,84.33,79,75,11.5,broken clouds
447,Xining,CN,2021-08-22 01:29:26,36.6167,101.7667,57.7,74,47,2.84,scattered clouds
448,Wagar,SD,2021-08-22 01:34:30,16.1525,36.2032,77.63,63,90,16.06,overcast clouds
449,Pilar,BR,2021-08-22 01:33:58,-9.5972,-35.9567,71.53,95,3,1.19,clear sky
450,Aasiaat,GL,2021-08-22 01:34:31,68.7098,-52.8699,35.82,97,72,3.49,broken clouds
451,Natal,BR,2021-08-22 01:34:01,-5.795,-35.2094,75.42,94,20,5.75,few clouds
452,Verkhnyaya Inta,RU,2021-08-22 01:34:31,65.9811,60.3094,59.27,72,100,4.54,overcast clouds
453,Jiangyou,CN,2021-08-22 01:34:31,31.7667,104.7167,75.69,93,100,4.27,light rain
454,Bonnyville,CA,2021-08-22 01:30:16,54.2668,-110.735,67.32,35,94,8.43,overcast clouds
455,Provost,CA,2021-08-22 01:34:32,52.3501,-110.2683,70.25,38,100,6.31,overcast clouds
456,Nouakchott,MR,2021-08-22 01:34:32,18.0858,-15.9785,84.13,77,50,18.54,scattered clouds
457,Citta Di Castello,IT,2021-08-22 01:34:32,43.4691,12.2305,69.89,79,0,0.4,clear sky
458,Nanae,JP,2021-08-22 01:34:33,41.8833,140.6833,71.83,88,75,19.57,broken clouds
459,Oktyabrskoye,RU,2021-08-22 01:34:33,43.0645,44.7417,64.54,94,7,2.24,clear sky
460,Korcula,HR,2021-08-22 01:34:33,42.9622,17.1369,66.76,58,0,3.69,clear sky
461,Visp,CH,2021-08-22 01:34:34,46.2937,7.8815,68.27,68,100,0.92,moderate rain
462,Ocampo,MX,2021-08-22 01:34:34,21.65,-101.5,56.34,90,100,23.55,overcast clouds
463,Honningsvag,NO,2021-08-22 01:34:34,70.9821,25.9704,44.33,74,100,5.26,overcast clouds
464,Pochutla,MX,2021-08-22 01:28:24,15.7432,-96.4661,79.65,88,100,7.49,overcast clouds
465,Povenets,RU,2021-08-22 01:34:35,62.8487,34.8262,54.0,97,100,3.0,light rain
466,Limbang,MY,2021-08-22 01:31:34,4.75,115.0,80.91,90,100,1.7,overcast clouds
467,Khandagayty,RU,2021-08-22 01:34:35,50.7333,92.05,43.54,61,100,13.71,overcast clouds
468,Utete,TZ,2021-08-22 01:34:35,-7.986,38.758,70.43,92,45,1.07,scattered clouds
469,Vilhena,BR,2021-08-22 01:34:36,-12.7406,-60.1458,72.77,41,7,4.09,clear sky
470,Pervomayskoye,RU,2021-08-22 01:34:36,43.919,46.7102,72.91,70,23,8.48,few clouds
471,Lompoc,US,2021-08-22 01:32:28,34.6391,-120.4579,73.54,65,1,12.66,clear sky
472,Cotui,DO,2021-08-22 01:31:27,19.0527,-70.1494,81.88,96,88,2.08,overcast clouds
473,Sarahan,IN,2021-08-22 01:34:37,31.5167,77.8,64.8,83,55,0.94,broken clouds
474,Vanavara,RU,2021-08-22 01:34:37,60.34,102.2797,60.37,77,100,4.85,overcast clouds
475,Isiro,CD,2021-08-22 01:34:37,2.7739,27.616,64.27,95,78,1.41,broken clouds
476,Dabat,ET,2021-08-22 01:34:37,12.9842,37.765,51.69,80,91,3.04,overcast clouds
477,Mahibadhoo,MV,2021-08-22 01:34:38,3.7833,72.9667,82.08,74,100,9.91,overcast clouds
478,Teguise,ES,2021-08-22 01:34:38,29.0605,-13.564,66.42,88,0,10.36,clear sky
479,Waipawa,NZ,2021-08-22 01:34:38,-41.4122,175.5153,52.45,57,97,8.72,overcast clouds
480,Matagami,CA,2021-08-22 01:34:39,49.7502,-77.6328,77.11,69,1,4.61,clear sky
481,Muromtsevo,RU,2021-08-22 01:34:39,56.3724,75.2418,67.69,90,78,2.33,broken clouds
482,Itoman,JP,2021-08-22 01:34:39,26.1247,127.6694,86.02,80,75,20.71,broken clouds
483,Progreso,MX,2021-08-22 01:34:40,21.2833,-89.6667,82.11,76,33,16.44,scattered clouds
484,Kalmunai,LK,2021-08-22 01:34:40,7.4167,81.8167,80.02,79,99,4.47,heavy intensity rain
485,Juba,SS,2021-08-22 01:30:16,4.8517,31.5825,68.29,93,2,2.26,light rain
486,Urrao,CO,2021-08-22 01:34:41,6.3152,-76.1342,58.82,98,90,1.36,overcast clouds
487,Phan Thiet,VN,2021-08-22 01:34:41,10.9333,108.1,85.26,70,100,6.31,overcast clouds
488,Kiama,AU,2021-08-22 01:30:35,-34.6833,150.8667,75.38,49,0,6.96,clear sky
489,Marsh Harbour,BS,2021-08-22 01:31:42,26.5412,-77.0636,83.97,76,22,12.41,few clouds
490,Macas,EC,2021-08-22 01:34:41,-2.3167,-78.1167,67.55,86,95,2.28,light rain
491,Lewistown,US,2021-08-22 01:34:42,40.5992,-77.5714,76.41,84,20,0.0,few clouds
492,Ostrovnoy,RU,2021-08-22 01:31:21,68.0531,39.5131,47.88,93,100,10.51,overcast clouds
493,Fairview,US,2021-08-22 01:29:04,40.8126,-73.999,76.82,93,90,3.44,mist
494,Coos Bay,US,2021-08-22 01:34:42,43.3665,-124.2179,65.98,68,1,16.11,clear sky
495,Gunjur,GM,2021-08-22 01:34:43,13.2019,-16.7339,78.87,94,75,0.0,broken clouds
496,Samandag,TR,2021-08-22 01:34:43,36.0842,35.9771,75.72,52,0,1.81,clear sky
497,Pak Phanang,TH,2021-08-22 01:34:43,8.3511,100.202,80.62,71,61,8.25,broken clouds
498,Kutum,SD,2021-08-22 01:34:43,14.2,24.6667,76.73,58,97,6.02,overcast clouds
499,Aksu,CN,2021-08-22 01:34:44,41.1231,80.2644,81.95,25,0,3.98,clear sky
500,Jawhar,SO,2021-08-22 01:34:44,2.7809,45.5005,74.39,88,18,11.21,few clouds
501,Dingle,PH,2021-08-22 01:28:05,10.9995,122.6711,82.8,77,100,4.0,light rain
502,Sault Sainte Marie,CA,2021-08-22 01:34:14,46.5168,-84.3333,79.09,73,90,6.91,overcast clouds
503,Eregli,TR,2021-08-22 01:34:45,37.5133,34.0467,66.11,49,0,0.58,clear sky
504,Dullewala,PK,2021-08-22 01:34:45,31.8359,71.4362,86.61,54,6,7.52,clear sky
505,Eluru,IN,2021-08-22 01:34:45,16.7,81.1,78.89,80,25,2.82,scattered clouds
506,Nome,US,2021-08-22 01:31:17,64.5011,-165.4064,50.16,76,20,10.36,few clouds
507,Suoyarvi,RU,2021-08-22 01:34:45,62.0833,32.35,51.01,98,92,3.04,overcast clouds
508,Numan,NG,2021-08-22 01:34:46,9.4667,12.0333,71.38,98,100,1.63,moderate rain
509,Lorengau,PG,2021-08-22 01:31:59,-2.0226,147.2712,81.91,81,100,10.87,overcast clouds
510,Hueyapan,MX,2021-08-22 01:34:46,18.8667,-98.6667,57.38,91,100,3.4,overcast clouds
511,Waddan,LY,2021-08-22 01:34:46,29.1614,16.139,75.65,66,0,8.01,clear sky
512,Gushikawa,JP,2021-08-22 01:34:47,26.3544,127.8686,85.23,88,20,17.27,few clouds
513,Nelson Bay,AU,2021-08-22 01:34:47,-32.7167,152.15,77.29,51,5,1.99,clear sky
514,Takoradi,GH,2021-08-22 01:34:47,4.8845,-1.7554,75.13,90,97,8.05,light rain
515,Malakal,SS,2021-08-22 01:32:40,9.5334,31.6605,71.1,85,100,1.07,overcast clouds
516,Bulungu,CD,2021-08-22 01:34:48,-4.55,18.6,73.04,73,76,1.23,broken clouds
517,Sabha,LY,2021-08-22 01:34:48,27.0377,14.4283,82.72,29,0,9.98,clear sky
518,Along,IN,2021-08-22 01:34:48,28.1667,94.7667,75.02,99,100,0.4,overcast clouds
519,Chiredzi,ZW,2021-08-22 01:34:49,-21.05,31.6667,61.09,85,0,2.89,clear sky
520,Beloha,MG,2021-08-22 01:34:49,-25.1667,45.05,61.93,92,3,9.91,clear sky
521,Le Mars,US,2021-08-22 01:34:49,42.7942,-96.1656,70.57,72,1,5.75,clear sky
522,Tsogni,GA,2021-08-22 01:34:50,-2.7942,10.0988,72.09,82,100,5.7,overcast clouds
523,Ahuimanu,US,2021-08-22 01:34:50,21.4447,-157.8378,87.51,59,20,13.8,few clouds
524,Talas,TR,2021-08-22 01:34:50,38.6908,35.5538,57.87,72,0,4.61,clear sky
